"REF_DATE","City","Immigrants","CPI_current","Adj_rent","Province","Net interprovincial migration","Net intraprovincial migration","Net non-permanent residents","Residual_deviation","Net_International_Migration","Births","Deaths","Natural_Growth","Population_Estimate","M_Income","Bachelor_Unit","One bedroom units","Three bedroom units","Two bedroom units","Crime severity index","Violent crime severity index","Average_Rent","Average_Rent_log","YoY_diff","Change_in_M_income","Labour force","Employment","Full-time employment","Part-time employment","Unemployment","Not in labour force","Unemployment_rate","Participation rate","Employment_rate","Vacancy_Rate","Housing starts","Housing under construction","Housing_completions","Percentage","Percentage3","Imm_pop","Change_Vacancy","Change_UnEm","Change_Participation","Imm_pop100","Log_Adj_Rent","Chng_Log_AdjR","Adj_M_Income","Group","avg_rent","avg_immigrants","avg_Net_imm","GDP_cma","DGUID","Value","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","GDP_pro","STATUS","SYMBOL","TERMINATED","DECIMALS","Population_Growth","Population_Growth_RD","PopG_Population","PopG_PRD","Change_Pop_g","Immigrants1","Change_Rent","Change_Imm","Change_Int_Migration","Pop_pop100","Pop_percentage"
2016,"Ottawa Gatineau (Ontario)",7436,128.4,1346.78024402907,"Ontario",3436,2889,2911,-1191,7774,10299,6020,4279,1023678,96600,812.333333333333,937.75,1405.25,1200.5,50.78,62.6,1088.95833333333,6.99297686079908,0.0145689773380102,0,582.2,545.5,434.6,110.9,36.7,254.7,6.3,69.6,65.2,2.8,NA,NA,NA,0.00480804897072063,0.00485393658710367,0.00738804420506492,-0.6,-0.2,0.599999999999994,0.738804420506492,7.20547201835625,0.00045109579222568,112794.705882353,"Group2",1136.01222425697,8065.32432432432,7489.83783783784,64366,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",733760.7,NA,NA,NA,1,15489,16680,0.0151307344692374,0.0162941862577881,7409,2640,0.607389895320011,2640,5094,1.51307344692374,1.53891092915883
2017,"Ottawa Gatineau (Ontario)",6125,130.4,1380.79786554193,"Ontario",4870,6645,4093,NA,8792,10160,6698,3462,1047447,93100,836.666666666667,995.5,1476,1227.25,51.01,64.39,1133.85416666667,7.03337787519486,0.0404010143957816,-3500,584.7,551.5,443.8,107.8,33.2,270.4,5.7,68.4,64.5,1.8,NA,NA,NA,0.00738804420506492,0.00745468143166776,0.00598332678830648,-1,-0.6,-1.19999999999999,0.598332678830648,7.23041677451534,0.0249447561590941,108707.941176471,"Group2",1151.14407332947,6814.2972972973,8378.78378378378,67241,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",764464.8,NA,NA,NA,1,17124,NA,0.0163483212038413,NA,1635,-1311,34.0176215128599,-1311,1018,1.63483212038413,1.67279163955853
2018,"Ottawa Gatineau (Ontario)",7929,133.4,1405.79366566717,"Ontario",4361,3192,4678,NA,11476,10379,6960,3419,1069895,93900,883,1044.5,1508.5,1287.75,54.67,68.88,1180.9375,7.07406389354381,0.0406860183489508,800,590.7,564.1,457.2,106.9,26.6,283.1,4.5,67.6,64.6,1.6,NA,NA,NA,0.00598332678830648,0.00608549902582338,0.00756983408229724,-0.2,-1.2,-0.800000000000011,0.756983408229724,7.24835730887532,0.0179405343599779,109642.058823529,"Group2",1173.55346482164,7718.32432432432,10873.3243243243,70086,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",800375.6,NA,NA,NA,1,19256,NA,0.0179980278438538,NA,2132,1804,24.9958001252401,1804,2684,1.79980278438538,1.83837463852586
2019,"Ottawa Gatineau (Ontario)",9183,136,1513.75710784314,"Ontario",3690,3143,4412,NA,12257,10193,6911,3282,1092267,96700,935.666666666667,1158.5,1684.5,1407,57.3,69.51,1296.41666666667,7.16735932729912,0.0932954337553129,2800,619.9,589.8,486.3,103.4,30.1,273.3,4.9,69.4,66,1.8,NA,NA,NA,0.00756983408229724,0.00774559969052769,0.0085830852560298,0.2,0.4,1.80000000000001,0.85830852560298,7.32234999037611,0.073992681500787,112911.470588235,"Group2",1209.29839692634,8011.75675675676,11422.7837837838,73878,"2016A000235","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462079","6.1.1",833628.8,NA,NA,NA,1,19229,NA,0.0176046699204499,NA,-27,1254,107.96344217597,1254,781,1.76046699204499,1.79727917225522
2006,"Ottawa Gatineau (Quebec)",1038,109.1,899.193476932478,"Quebec",377,686,-161,-158,648,3280,1598,1682,293301,72200,481.666666666667,570.666666666667,755.75,663,85.97,89.43,617.770833333333,6.42611756883803,0.00131607827726121,NA,170.3,160.2,134.1,26.1,10,67.7,5.9,71.6,67.3,3.5,NA,NA,NA,0.00402159291416991,0.00408793862764597,0.00357849592851282,0.3,NA,NA,0.357849592851282,6.80149822481204,-0.0181199800998577,84304.1176470588,"Group1",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",270172.5,NA,NA,NA,1,2707,2865,0.0092294264254128,0.0097681221680117,-1186,-113,-16.441881322973,-113,-265,0.92294264254128,0.933235884247033
2007,"Ottawa Gatineau (Quebec)",1084,111.5,888.79932735426,"Quebec",67,712,8,994,1130,3528,1673,1855,298059,70700,493.333333333333,570.666666666667,779.5,652.75,80.7,66.05,624.0625,6.43625052361013,0.0101329547721001,-1500,172.2,162.2,135.6,26.6,9.9,70.9,5.7,70.9,66.7,3.1,NA,NA,NA,0.00357849592851282,0.00362677102077182,0.00369586193023549,-0.4,-0.2,-0.699999999999989,0.369586193023549,6.789871481523,-0.0116267432890478,82552.6470588235,"Group1",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",285583.3,NA,NA,NA,1,3052,2058,0.0102395834381783,0.00690467323583586,345,46,-10.394149578218,46,482,1.02395834381783,1.04056924456446
2008,"Ottawa Gatineau (Quebec)",1152,114.1,885.827271399358,"Quebec",336,1304,14,1039,989,3639,1729,1910,303637,68900,497.666666666667,578,770,700.25,75.1,77.08,636.479166666667,6.45595168638035,0.0197011627702182,-1800,181.8,172.4,143.1,29.3,9.4,66.7,5.2,73.2,69.4,2.2,NA,NA,NA,0.00369586193023549,0.00373708052650087,0.00386500659265447,-0.9,-0.5,2.3,0.386500659265447,6.78652197832536,-0.00334950319763738,80450.8823529412,"Group1",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",293744.8,NA,NA,NA,1,3235,2196,0.0106541692876692,0.00723232017178407,183,68,-2.97205595490198,68,-141,1.06541692876692,1.08535558396156
2009,"Ottawa Gatineau (Quebec)",1116,114.4,915.112762237762,"Quebec",395,1350,73,1105,985,3899,1768,2131,309603,72400,514,597,812,714,73.55,73.5,659.25,6.4911028252334,0.0351511388530437,3500,181.2,170,144.2,25.8,11.1,72.8,6.1,71.3,66.9,1.9,NA,NA,NA,0.00386500659265447,0.00392770566755654,0.00367544139877551,-0.3,0.899999999999999,-1.90000000000001,0.367544139877551,6.81904729510073,0.0325253167753745,84537.6470588235,"Group1",1060.69803085428,6315.64864864865,6902.13513513513,10153,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",293712.3,NA,NA,NA,1,3511,2406,0.0113403293895731,0.0077712425267197,276,-36,29.285490838404,-36,-4,1.13403293895731,1.15631494185491
2010,"Ottawa Gatineau (Quebec)",1325,116.5,915.826180257511,"Quebec",492,1187,130,1190,1326,3905,1789,2116,315914,72900,518.666666666667,611.333333333333,829,728.5,68.59,58.96,671.875,6.51007231131603,0.0189694860826313,500,184.8,172.2,144.4,27.9,12.6,74.8,6.8,71.2,66.3,2.2,NA,NA,NA,0.00367544139877551,0.00374422513663402,0.00427967429256176,0.3,0.7,-0.0999999999999943,0.427967429256176,6.81982658712331,0.00077929202257465,85121.4705882353,"Group1",1065.58649808607,6957.18918918919,6834.97297297297,10523,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",306664.5,NA,NA,NA,1,3934,2744,0.0124527561298328,0.00868590819020366,423,209,0.713418019749042,209,341,1.24527561298328,1.27065952203306
2011,"Ottawa Gatineau (Quebec)",1694,119.9,909.363983875452,"Quebec",373,941,184,1032,1751,3797,1991,1806,321817,81100,532,621.666666666667,839.25,753.5,64,71.02,686.604166666667,6.53175794955552,0.0216856382394957,8200,186.6,172.8,144,28.8,13.8,77.7,7.4,70.6,65.4,2,NA,NA,NA,0.00427967429256176,0.00436376330947809,0.00536221883170736,-0.2,0.600000000000001,-0.600000000000009,0.536221883170736,6.81274543633509,-0.0070811507882178,94696.1764705882,"Group1",1063.9539744081,6691,6083.97297297297,11154,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",321047.4,NA,NA,NA,1,3930,2898,0.0122119092527741,0.00900511781540441,-4,369,-6.46219638205901,369,425,1.22119092527741,1.24400944560862
2012,"Ottawa Gatineau (Quebec)",1380,121.7,907.086825527253,"Quebec",279,194,98,-621,1176,3951,1943,2008,324853,79300,538,633.666666666667,851.75,757.25,65.6,70.99,695.166666666667,6.54415162496889,0.0123936754133673,-1800,186.1,174.2,146.4,27.8,11.9,80.8,6.4,69.7,65.3,3.2,NA,NA,NA,0.00536221883170736,0.00547152320875444,0.00428815134066877,1.2,-1,-0.899999999999991,0.428815134066877,6.81023817378844,-0.00250726254664535,92594.4117647059,"Group2",1075.36299014709,6636.13513513513,6686.89189189189,11017,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",328855.5,NA,NA,NA,1,3463,4084,0.0106602063086996,0.0125718401861765,-467,-314,-2.27715834819901,-314,-575,1.06602063086996,1.07607739802434
2013,"Ottawa Gatineau (Quebec)",1846,122.8,903.514454397394,"Quebec",-638,160,-43,-587,1573,3797,2062,1735,327096,88700,555.333333333333,624.666666666667,853.5,761.25,57.27,65.6,698.6875,6.54920357503054,0.00505195006165415,9400,183.7,172,142,30,11.7,84.6,6.4,68.5,64.1,4.4,NA,NA,NA,0.00428815134066877,0.00436827744259514,0.00568257027024531,1.2,0,-1.2,0.568257027024531,6.80629210813054,-0.00394606565790667,103570.294117647,"Group1",1096.15518898377,6779.78378378378,6619.08108108108,11408,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",338213.8,NA,NA,NA,1,2670,3257,0.00816274121358867,0.00995732139799936,-793,466,-3.57237112985899,466,397,0.816274121358867,0.821910217852382
2014,"Ottawa Gatineau (Quebec)",1538,125.2,886.934571352502,"Quebec",-1039,512,-78,-531,1243,3871,2034,1837,329118,75400,560,636.333333333333,850.25,750.5,56.79,58.23,699.270833333333,6.55003812546496,0.00083455043441649,-13300,185.5,172.8,143.3,29.5,12.7,83.9,6.8,68.9,64.1,6.1,NA,NA,NA,0.00568257027024531,0.00573617925715546,0.00470198351554284,1.7,0.399999999999999,0.400000000000006,0.470198351554284,6.787771215612,-0.0185208925185405,88040.5882352941,"Group2",1101.97838053709,6760.13513513513,6224.48648648649,11645,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",348098.5,NA,NA,NA,1,2041,2572,0.00620142319775886,0.00781482629330514,-629,-308,-16.5798830448921,-308,-330,0.620142319775886,0.623975835840243
2015,"Ottawa Gatineau (Quebec)",1241,126.6,894.16462611901,"Quebec",-1163,662,-35,-462,943,3836,2120,1716,330814,79100,581,659.666666666667,857,753.75,53.96,56,712.854166666667,6.56927686466484,0.0192387391998743,3700,191.8,177.9,146.6,31.3,13.9,78.4,7.2,71,65.8,5.5,NA,NA,NA,0.00470198351554284,0.00473444912006354,0.00377068407075882,-0.6,0.4,2.09999999999999,0.377068407075882,6.7958899037678,0.00811868815579775,92360.8823529412,"Group2",1118.3942242005,6037.02702702703,4321.54054054054,12077,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",357758.8,NA,NA,NA,1,1496,1958,0.00452217862605573,0.0059187337899847,-545,-297,7.23005476650803,-297,-300,0.452217862605573,0.454548216749008
2016,"Ottawa Gatineau (Quebec)",1608,128.4,881.114291277259,"Quebec",-550,965,223,-158,1610,3816,2075,1741,334422,74400,585,658,844.75,762,56.81,64.74,712.4375,6.568692188997,-0.00058467566783804,-4700,186.9,173.6,143.6,30,13.3,85.2,7.1,68.7,63.8,5.9,NA,NA,NA,0.00377068407075882,0.00379399320077286,0.00486073745367487,0.4,-0.100000000000001,-2.3,0.486073745367487,6.78118734655417,-0.0147025572136235,86872.9411764706,"Group1",1136.01222425697,8065.32432432432,7489.83783783784,12213,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",368634.6,NA,NA,NA,1,2801,2959,0.00837564514296308,0.00884810209854615,1305,367,-13.050334841751,367,667,0.837564514296308,0.846699353715381
2017,"Ottawa Gatineau (Quebec)",1747,130.4,881.046715235174,"Quebec",-885,609,289,NA,1850,3649,2195,1454,337450,79500,575.333333333333,663.333333333333,876.75,778.5,57.24,68.98,723.479166666667,6.58407175044847,0.015379561451474,5100,188,177.9,149.2,28.6,10.2,86.5,5.4,68.5,64.8,3.8,NA,NA,NA,0.00486073745367487,0.00488578564527009,0.00522393861647858,-2.1,-1.7,-0.200000000000003,0.522393861647858,6.78111064976895,-0.00007669678521793,92827.9411764706,"Group2",1151.14407332947,6814.2972972973,8378.78378378378,13097,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",386407.5,NA,NA,NA,1,2419,NA,0.0071684694028745,NA,-382,139,-0.0675760420849656,139,240,0.71684694028745,0.723337579465466
2018,"Ottawa Gatineau (Quebec)",1614,133.4,877.625937031484,"Quebec",-229,736,338,NA,1923,3547,2290,1257,341137,78100,563.666666666667,706.333333333333,889.75,789.25,56.27,72.84,737.25,6.60292704769539,0.0188552972469145,-1400,191.4,182.7,152.1,30.7,8.7,86.5,4.5,68.9,65.7,1.3,NA,NA,NA,0.00522393861647858,0.00528091314152364,0.00478293080456364,-2.5,-0.9,0.400000000000006,0.478293080456364,6.7772204630269,-0.00389018674205666,91193.2352941177,"Group2",1173.55346482164,7718.32432432432,10873.3243243243,13728,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",405613.6,NA,NA,NA,1,2951,NA,0.00865048353007736,NA,532,-133,-3.42077820369002,-133,73,0.865048353007736,0.87449992591495
2019,"Ottawa Gatineau (Quebec)",1693,136,955.865073529412,"Quebec",240,475,1111,NA,2764,3495,2363,1132,345748,78000,633.333333333333,760,1005.5,875.666666666667,55.76,71.05,818.625,6.70762610353822,0.104699055842832,-100,194.4,184.9,154.4,30.4,9.5,87.4,4.9,69,65.6,1.6,NA,NA,NA,0.00478293080456364,0.0048262375082979,0.0049628155257272,0.3,0.4,0.0999999999999943,0.49628155257272,6.8626167666152,0.0853963035883032,91076.4705882353,"Group2",1209.29839692634,8011.75675675676,11422.7837837838,14786,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",425276.7,NA,NA,NA,1,4136,NA,0.0119624697756748,NA,1185,79,78.239136497928,79,841,1.19624697756748,1.21241612607252
2006,"Québec",1893,109.1,872.356859150626,"Quebec",-802,3907,-500,201,896,7041,4972,2069,729611,64800,456,564.333333333333,745.75,631.25,73.01,67.08,599.333333333333,6.39581792636346,0.019480793661927,NA,400.2,378.7,314.4,64.3,21.5,201.9,5.4,66.5,62.9,1.5,5176,1613,5922,0.00312370425408169,0.00314192546149217,0.00261702657118368,0,NA,NA,0.261702657118368,6.77119858233747,0.00004473528480719,75663.5294117647,"Group1",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",270172.5,NA,NA,NA,1,2163,1962,0.00296459346144726,0.00268910419387866,-528,-352,0.0390242596610051,-352,-838,0.296459346144726,0.299029502032239
2007,"Québec",1829,111.5,857.377578475336,"Quebec",-949,2978,156,2899,1679,7603,5334,2269,738487,65700,458,554,756.75,639.25,65.6,52.85,602,6.40025744530882,0.00443951894536454,900,410.9,389.6,315.8,73.7,21.3,200.7,5.2,67.2,63.7,1.4,5284,2489,4442,0.00261702657118368,0.00263392968952189,0.00250681527553724,-0.1,-0.2,0.700000000000003,0.250681527553724,6.75387840322168,-0.0173201791157824,76714.4117647059,"Group1",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",285583.3,NA,NA,NA,1,2999,100,0.00406100581323706,0.000135411997773827,836,-64,-14.9792806752899,-64,783,0.406100581323706,0.411040951959332
2008,"Québec",2150,114.1,852.077052293311,"Quebec",-662,3324,123,2896,1827,7857,5322,2535,748407,75300,455.666666666667,565,775.25,653,63.27,54.36,612.229166666667,6.41710666775911,0.0168492224502925,9600,418,398.5,321.7,76.8,19.5,203.6,4.7,67.2,64.1,0.6,5457,2458,5486,0.00250681527553724,0.00252854812398042,0.00291135795213728,-0.8,-0.5,0,0.291135795213728,6.74767695970412,-0.00620144351756302,87923.8235294118,"Group1",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",293744.8,NA,NA,NA,1,3700,804,0.00494383403682756,0.00107428177448901,701,321,-5.30052618202501,321,148,0.494383403682756,0.501024391763159
2009,"Québec",2191,114.4,883.764568764569,"Quebec",-298,2471,325,2904,1982,8395,5516,2879,758345,73800,476.333333333333,587.333333333333,804.25,678.75,60.48,50.08,636.666666666667,6.45624623237257,0.0391395646134525,-1500,422.1,400.7,319.6,81.1,21.4,209.4,5.1,66.8,63.5,0.5,5513,2830,5120,0.00291135795213728,0.00294677574762442,0.0029275514526187,-0.1,0.399999999999999,-0.400000000000006,0.29275514526187,6.7841907022399,0.0365137425357842,86172.3529411765,"Group1",1060.69803085428,6315.64864864865,6902.13513513513,33061,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",293712.3,NA,NA,NA,1,4563,1659,0.00601705028713844,0.00218765865140536,863,41,31.687516471258,41,155,0.601705028713844,0.609694992163355
2010,"Québec",2445,116.5,895.919384835479,"Quebec",-141,1532,617,2933,2764,8369,5428,2941,768374,73000,496.333333333333,605,829,698.75,55.03,50.03,657.270833333333,6.48809616083807,0.0318499284655047,-800,439.6,416.6,332.4,84.2,23,201.4,5.2,68.6,65,1.1,6652,3072,6419,0.0029275514526187,0.00296687687122454,0.00322412622223394,0.6,0.100000000000001,1.8,0.322412622223394,6.79785043664535,0.0136597344054463,85238.2352941177,"Group1",1065.58649808607,6957.18918918919,6834.97297297297,34196,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",306664.5,NA,NA,NA,1,5564,2631,0.00724126532131488,0.00342411377792585,1001,254,12.15481607091,254,782,0.724126532131488,0.733702997975855
2011,"Québec",2443,119.9,899.679038087295,"Quebec",-229,1917,366,2457,2386,8567,5534,3033,777938,73200,525.666666666667,616,854,721.5,52.77,48.9,679.291666666667,6.52105058859171,0.032954427753638,200,450.1,425.4,346.2,79.2,24.7,199.1,5.5,69.3,65.5,1.6,5445,2858,5667,0.00322412622223394,0.0032669389783901,0.00317944126167726,0.5,0.3,0.700000000000003,0.317944126167726,6.80203807537128,0.00418763872592542,85471.7647058824,"Group1",1063.9539744081,6691,6083.97297297297,35394,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",321047.4,NA,NA,NA,1,5190,2733,0.00667148281739676,0.00351313343736904,-374,-2,3.75965325181596,-2,-378,0.667148281739676,0.675452318792671
2012,"Québec",2707,121.7,898.877156943303,"Quebec",-576,1702,372,-597,2590,8377,5638,2739,783796,67200,513.666666666667,625.333333333333,876.25,740.25,51.59,52.11,688.875,6.5350598322034,0.0140092436116905,-6000,453.2,430.6,348.8,81.8,22.5,200.4,5,69.3,65.9,2.1,6416,3779,5518,0.00317944126167726,0.00322148890017077,0.0034797117508079,0.5,-0.5,0,0.347971175080791,6.80114638102295,-0.00089169434832303,78465.8823529412,"Group1",1075.36299014709,6636.13513513513,6686.89189189189,37499,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",328855.5,NA,NA,NA,1,4753,5350,0.00606407789782035,0.00682575568132524,-437,264,-0.801881143991977,264,204,0.606407789782035,0.610974139327298
2013,"Québec",2905,122.8,909.926370792616,"Quebec",-719,1251,477,-584,2811,8495,5775,2720,789275,74900,517.666666666667,639.666666666667,894.25,763,46.5,47.77,703.645833333333,6.55627515192051,0.0212153197171094,7700,449.5,427.8,349.7,78.2,21.7,207.3,4.8,68.4,65.1,2.4,4680,2935,5465,0.0034797117508079,0.0035230239440689,0.00370632154285044,0.3,-0.2,-0.899999999999991,0.370632154285044,6.8133636850205,0.0122173039975486,87456.7647058824,"Group1",1096.15518898377,6779.78378378378,6619.08108108108,38262,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",338213.8,NA,NA,NA,1,4812,5396,0.00609673434481011,0.00683665389122929,59,198,11.049213849313,198,221,0.609673434481011,0.613935258664244
2014,"Québec",2899,125.2,912.169861554846,"Quebec",-724,1250,230,-522,2470,8440,5778,2662,794411,67400,536,653.666666666667,910.5,776.5,44.95,47.36,719.166666666667,6.57809313428947,0.0218179823689644,-7500,455.6,430.7,344.6,86.1,24.9,204.2,5.5,69.1,65.3,3.2,4449,2925,4451,0.00370632154285044,0.00373423074846582,0.00367299103607741,0.8,0.7,0.699999999999989,0.367299103607741,6.81582622443651,0.00246253941600916,78699.4117647059,"Group1",1101.97838053709,6760.13513513513,6224.48648648649,40177,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",348098.5,NA,NA,NA,1,4408,4930,0.00554876505989972,0.00620585565909838,-404,-6,2.24349076222995,-6,-341,0.554876505989973,0.55848721928352
2015,"Québec",2296,126.6,925.000592417062,"Quebec",-1061,1183,963,-457,2569,8428,6027,2401,799046,65500,549.666666666667,671.333333333333,940.5,788.25,42.19,44.24,737.4375,6.60318133886014,0.0250882045706655,-1900,460,438,346.4,91.6,22,202.2,4.8,69.5,66.1,4.3,5442,3985,4354,0.00367299103607741,0.00369866648974988,0.002890191601073,1.1,-0.7,0.400000000000006,0.2890191601073,6.8297943779631,0.0139681535265872,76480.8823529412,"Group1",1118.3942242005,6037.02702702703,4321.54054054054,42195,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",357758.8,NA,NA,NA,1,3909,4366,0.00489208380994336,0.00546401583888787,-499,-603,12.830730862216,-603,99,0.489208380994336,0.492062672848186
2016,"Québec",3233,128.4,934.06308411215,"Quebec",-1062,1107,958,-285,3617,8260,5808,2452,804875,70000,557.666666666667,690.333333333333,961.75,811.25,45.13,51.83,755.25,6.62704882026678,0.0238674814066426,4500,453.2,431.7,344.4,87.3,21.5,212.2,4.7,68.1,64.9,5.4,4766,3822,4915,0.002890191601073,0.00290899876468911,0.00404607494437116,1.1,-0.0999999999999996,-1.40000000000001,0.404607494437116,6.83954397782396,0.0097495998608581,81735.2941176471,"Group1",1136.01222425697,8065.32432432432,7489.83783783784,42798,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",368634.6,NA,NA,NA,1,5007,5292,0.00622084174561267,0.00657493399596211,1098,937,9.06249169508806,937,1048,0.622084174561267,0.626622247029583
2017,"Québec",2842,130.4,932.701367586912,"Quebec",-807,1159,721,NA,3077,7983,6162,1821,810125,77000,551.333333333333,706,985.25,821,48.23,63.85,765.895833333333,6.64104617267792,0.0139973524111374,7000,453.9,435,357.1,77.9,18.9,215.5,4.2,67.8,65,4.7,6640,5382,5017,0.00404607494437116,0.00406968181457709,0.00353098307190558,-0.7,-0.5,-0.299999999999997,0.353098307190558,6.8380850719984,-0.00145890582555541,89908.8235294118,"Group1",1151.14407332947,6814.2972972973,8378.78378378378,44963,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",386407.5,NA,NA,NA,1,4091,NA,0.00504983798796482,NA,-916,-391,-1.36171652523797,-391,-540,0.504983798796482,0.508277682870011
2018,"Québec",2363,133.4,939.601386806597,"Quebec",-541,1723,2679,NA,4552,7690,6618,1072,816931,73300,570,725,1011,851.25,44.11,53.42,789.3125,6.67116231340639,0.0301161407284702,-3700,468.3,450.9,369.9,81,17.4,207,3.7,69.4,66.8,3.5,5355,5075,5709,0.00353098307190558,0.00355674141413636,0.00291683382194106,-1.2,-0.5,1.60000000000001,0.291683382194106,6.8454557287379,0.00737065673949999,85588.5294117647,"Group1",1173.55346482164,7718.32432432432,10873.3243243243,46965,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",405613.6,NA,NA,NA,1,5083,NA,0.00622206771440917,NA,992,-479,6.90001921968496,-479,1475,0.622206771440917,0.627434037957105
2019,"Québec",2368,136,957.908455882353,"Quebec",-224,2272,2911,NA,4845,7794,6384,1410,825234,72200,599,751,1054,877.5,43.73,57.23,820.375,6.70976155279389,0.0385992393874979,-1100,472.3,457.6,371.6,86,14.7,209.2,3.1,69.3,67.1,2.5,6203,5525,5750,0.00291683382194106,0.00293585960552881,0.00289865361946113,-1,-0.6,-0.100000000000009,0.289865361946113,6.86475221587087,0.0192964871329693,84304.1176470588,"Group1",1209.29839692634,8011.75675675676,11422.7837837838,48544,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",425276.7,NA,NA,NA,1,6031,NA,0.00730823015047853,NA,948,5,18.307069075756,5,293,0.730823015047853,0.738250843706506
2006,"Regina",631,109.1,819.290100824931,"Saskatchewan",-1455,756,516,81,1000,2364,1596,768,201093,74500,376,507.75,735.5,632.25,196.57,208.41,562.875,6.33305757862174,0.0234044870692482,NA,115.9,110.2,92.3,17.9,5.7,47,4.9,71.2,67.7,3.3,986,711,1029,0.00316807303083991,0.00318325597300518,0.00315589943133793,0.2,NA,NA,0.315589943133793,6.70843823459575,0.00396842869213021,86989.705882353,"Group1",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000247","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462689","8.1.1",43665,NA,NA,NA,1,313,232,0.00155649376159289,0.00115369505651614,924,-2,3.24485160374695,-2,372,0.155649376159289,0.156544615215336
2007,"Regina",839,111.5,860.107324364724,"Saskatchewan",28,957,-79,-382,681,2383,1616,767,203144,77000,388.666666666667,547,801.25,678.75,187,182.55,603.916666666667,6.40343621932128,0.0703786406995457,2500,116.9,111.1,90.4,20.6,5.9,48.2,5,70.8,67.3,1.7,1398,1175,926,0.00315589943133793,0.00315806332142178,0.00417219893283207,-1.6,0.0999999999999996,-0.400000000000006,0.417219893283207,6.75705717723414,0.0486189426383969,89908.8235294118,"Group1",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000247","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62462689","8.1.1",49291.7,NA,NA,NA,1,1476,1858,0.00726578190839995,0.00914622139959831,1163,208,40.8172235397931,208,-319,0.726578190839995,0.733988751473199
