REF_DATE,City,Immigrants,CPI_current,Adj_rent,Province,Net interprovincial migration,Net intraprovincial migration,Net non-permanent residents,Residual deviation,Net_International_Migration,Births,Deaths,Natural Growth,Population_Estimate,M_Income,Bachelor_Unit,One bedroom units,Three bedroom units,Two bedroom units,Crime severity index,Violent crime severity index,Average_Rent,Average_Rent_log,YoY_diff,Change_in_M_income,Labour force,Employment,Full-time employment,Part-time employment,Unemployment,Not in labour force,Unemployment rate,Participation rate,Employment rate,Vacancy_Rate,Housing starts,Housing under construction,Housing completions,Percentage,Percentage3,Imm_pop,Change_Vacancy,Change_UnEm,Change_Participation,Log_Adj_Rent,Chng_Log_AdjR
2022,Kingston,1052,151.2,1233.924162,Ontario,-341,1554,1665,NA,2453,1495,1829,-334,180070,NA,974,1214.333333,1826.666667,1472.333333,76.1,83.74,1371.833333,7.223903324,-0.027810977,NA,93,87.9,70.1,17.8,5.1,55.2,5.5,62.8,59.3,1.1,653,1031,1814,0.002202343,0.002220658,0.005952314,0,-2,2,7.117954746,-0.093408259
2002,Kitchener - Cambridge - Waterloo,3307,100,951.7166667,Ontario,211,1639,362,1333,2783,5385,2842,2543,455446,NA,519.3333333,639.3333333,882.25,758.25,81.13,54.26,699.7916667,6.550782672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,4130,2671,3486,NA,NA,NA,NA,NA,NA,6.858267371,NA
2003,Kitchener - Cambridge - Waterloo,2458,102.8,943.2409209,Ontario,66,1456,487,1338,1782,5260,2897,2363,462451,NA,518.3333333,647.3333333,924,762.25,78.3,56.21,712.9791667,6.569452201,0.018669529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3955,2411,4130,NA,NA,0.005396908,0.8,NA,NA,6.849321733,-0.008945638
2004,Kitchener - Cambridge - Waterloo,3247,104.7,945.4998408,Ontario,-68,2362,108,1387,2504,5521,2836,2685,471321,NA,542,652.3333333,947.75,769.5,84.07,72.01,727.8958333,6.590157952,0.020705751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3912,1889,4423,0.005396908,NA,0.007021284,0.4,NA,NA,6.85171372,0.002391986
2005,Kitchener - Cambridge - Waterloo,3335,107,970.165109,Ontario,-196,1816,10,1494,2337,5418,2938,2480,479252,NA,545.6666667,679,1026.75,801.75,78.3,62.13,763.2916667,6.637640221,0.047482269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3763,1988,3669,0.007021284,0.007129275,0.007075857,-0.3,NA,NA,6.877466273,0.025752553
2006,Kitchener - Cambridge - Waterloo,3064,109.1,990.2642835,Ontario,-697,1399,2239,1311,4175,5745,2860,2885,488325,NA,564.3333333,694.75,1102.25,816.25,79.69,72.43,794.3958333,6.677581868,0.039941646,NA,280.5,265.2,217.3,47.9,15.3,111.5,5.5,71.6,67.7,3.3,2599,1415,3176,0.007075857,0.007211575,0.006393296,0,NA,NA,6.897971861,0.020505588
2007,Kitchener - Cambridge - Waterloo,3249,111.5,936.0926756,Ontario,-1029,839,268,-918,2503,5716,2950,2766,492486,NA,550.3333333,724.5,970.25,824.75,71.47,67.09,767.4583333,6.643084189,-0.034497678,NA,279.2,263,209.7,53.3,16.3,117.8,5.8,70.3,66.2,2.7,2740,1433,2718,0.006393296,0.006500877,0.006653356,-0.6,0.3,-1.3,6.841714484,-0.056257377
2008,Kitchener - Cambridge - Waterloo,3359,114.1,930.1080923,Ontario,-700,961,160,-875,2744,5863,2971,2892,497508,NA,564.3333333,718.75,1001.25,837,69.24,61.18,780.3333333,6.659721179,0.01663699,NA,283.8,266.6,214.4,52.2,17.2,117.9,6.1,70.6,66.4,1.8,2634,1857,2210,0.006653356,0.006779314,0.006820498,-0.9,0.3,0.3,6.835300808,-0.006413676
2009,Kitchener - Cambridge - Waterloo,2717,114.4,936.5850816,Ontario,-842,367,672,-807,2666,5832,3093,2739,501631,NA,591.3333333,731,980.5,848.5,74.6,65.91,787.8333333,6.669286562,0.009565383,NA,288.8,261,201.1,59.9,27.8,117.2,9.6,71.1,64.3,3.3,2298,1297,2854,0.006820498,0.006878616,0.005461219,1.5,3.5,0.5,6.842240368,0.006939561
2010,Kitchener - Cambridge - Waterloo,3140,116.5,936.9456366,Ontario,-372,861,336,-679,2681,5824,3039,2785,506907,NA,590.6666667,743.25,1005.75,870.75,68.76,70.23,802.6041667,6.687861649,0.018575088,NA,293.4,269.6,214.8,54.8,23.7,117.7,8.1,71.4,65.6,2.6,2815,1682,2440,0.005461219,0.005516908,0.006259581,-0.7,-1.5,0.3,6.842625262,0.000384894
2011,Kitchener - Cambridge - Waterloo,2661,119.9,930.8882402,Ontario,-123,1172,378,-427,2275,5868,3125,2743,512547,NA,610.25,764.5,1016.75,891.25,64.09,71.55,820.6875,6.710142404,0.022280754,NA,301.1,280.6,226.5,54.1,20.5,115.1,6.8,72.3,67.4,1.7,2954,2110,2535,0.006259581,0.006311456,0.005249484,-0.9,-1.3,0.9,6.836139227,-0.006486035
2012,Kitchener - Cambridge - Waterloo,2843,121.7,938.1429745,Ontario,-607,1217,564,-224,1776,5768,3118,2650,517359,NA,640.75,777,1038,902.25,59.48,62.09,839.5,6.732806477,0.022664073,NA,300.3,280.7,224,56.7,19.6,120.4,6.5,71.4,66.7,2.6,2900,2697,2315,0.005249484,0.005304696,0.005546808,0.9,-0.3,-0.9,6.843902362,0.007763135
2013,Kitchener - Cambridge - Waterloo,2865,122.8,975.7464712,Ontario,-628,338,838,-195,2170,5750,3300,2450,521494,NA,661.6666667,815,1098.25,949.25,57.56,57.84,881.0416667,6.78110492,0.048298443,NA,308.5,287.2,230.3,56.9,21.3,116.3,6.9,72.6,67.6,2.8,1840,2483,2054,0.005546808,0.005608524,0.005537741,0.2,0.4,1.2,6.88320279,0.039300427
2014,Kitchener - Cambridge - Waterloo,2677,125.2,968.2894036,Ontario,-685,773,430,-164,1418,5903,3440,2463,525299,NA,669.3333333,828,1094.5,973.75,55.81,51.56,891.3958333,6.792788586,0.011683667,NA,309.9,290.1,233.1,57,19.8,118.8,6.4,72.3,67.7,2.2,4450,4722,2208,0.005537741,0.005589731,0.005133328,-0.6,-0.5,-0.3,6.875531013,-0.007671776
2015,Kitchener - Cambridge - Waterloo,2243,126.6,992.6290153,Ontario,-513,1571,991,-125,1612,5766,3440,2326,530170,NA,706.3333333,851.5,1144.75,993.5,60.59,55.46,924.0208333,6.828734618,0.035946032,NA,308.4,290.7,231.2,59.5,17.6,125.1,5.7,71.1,67.1,2.5,3212,4631,3301,0.005133328,0.005174357,0.004269949,0.3,-0.7,-1.2,6.900356994,0.024825981
2016,Kitchener - Cambridge - Waterloo,3818,128.4,1056.652388,Ontario,375,3014,3911,92,6214,5751,3582,2169,542034,NA,711.6666667,866.75,1377.5,1034.5,60.78,59.66,997.6041667,6.905356571,0.076621953,NA,310.3,293.1,241.4,51.7,17.2,132.2,5.5,70.1,66.2,2.1,4074,3846,4605,0.004269949,0.004301104,0.007201464,-0.4,-0.2,-1,6.962861066,0.062504071
2017,Kitchener - Cambridge - Waterloo,2970,130.4,1039.120654,Ontario,428,3083,3770,NA,5649,5916,3584,2332,553526,NA,737.3333333,911.75,1264.75,1071.5,69.5,73.15,996.3333333,6.904081874,-0.001274697,NA,319.7,304.1,252.4,51.7,15.6,133.7,4.9,70.5,67.1,1.9,3850,4014,3531,0.007201464,0.007268242,0.005479361,-0.2,-0.6,0.4,6.94613011,-0.016730956
2018,Kitchener - Cambridge - Waterloo,4210,133.4,1081.211894,Ontario,662,2494,5577,NA,9060,6013,3902,2111,567853,NA,797.6666667,1012,1254,1178.5,74.18,80.16,1060.541667,6.966535063,0.062453189,NA,328.9,312.4,256.4,56,16.5,137.6,5,70.5,67,2.9,3103,3202,3882,0.005479361,0.005601977,0.007605785,1,0.1,0,6.985837815,0.039707705
2019,Kitchener - Cambridge - Waterloo,4407,136,1069,Ontario,411,1019,6529,NA,10204,6053,3933,2120,581607,NA,774,1014.5,1290.75,1196.75,73.66,88.04,1069,6.974478911,0.007943848,NA,342.9,324.4,259,65.5,18.5,138.1,5.4,71.3,67.4,2.1,5477,6105,2603,0.007605785,0.00776704,0.007760811,-0.8,0.4,0.8,6.974478911,-0.011358904
2020,Kitchener - Cambridge - Waterloo,4599,137,1136.683698,Ontario,370,1714,4043,NA,7678,5961,3933,2028,593397,NA,867.6666667,1049,1406.5,1257,75.22,85.32,1145.041667,7.043196305,0.068717394,NA,339.3,305.5,253.9,51.6,33.8,153.6,10,68.8,62,2.1,3749,6307,3634,0.007760811,0.007961686,0.007907401,0,4.6,-2.5,7.035870265,0.061391354
2021,Kitchener - Cambridge - Waterloo,4514,141.6,1238.963041,Ontario,-706,2351,-1135,NA,2841,6004,4071,1933,599816,NA,953.6666667,1106,1776.5,1323.75,76.64,85.12,1289.979167,7.162381347,0.119185042,NA,344.7,323,270.3,52.7,21.7,155.8,6.3,68.9,64.5,2,5602,7222,4507,0.007907401,0.008098927,0.007607049,-0.1,-3.7,0.1,7.122030052,0.086159786
2022,Kitchener - Cambridge - Waterloo,10558,151.2,1188.819444,Ontario,-2285,2580,10843,NA,20393,6230,4237,1993,622497,NA,1076,1202.25,1611.25,1397.25,79.12,98.41,1321.6875,7.186664608,0.024283261,NA,354,333.7,278,55.7,20.3,155.5,5.7,69.5,65.5,1.2,4847,8676,3396,0.007607049,0.007761255,0.017602065,-0.8,-0.6,0.6,7.08071603,-0.041314022
2002,Lethbridge,318,100,750.6066667,Alberta,662,-441,47,591,318,1269,685,584,91403,NA,430.6666667,516.75,656.25,604,NA,NA,551.9166667,6.313397069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.620881768,NA
2003,Lethbridge,224,102.8,792.7821012,Alberta,359,-227,46,517,234,1301,663,638,92924,NA,NA,533,655,609.75,NA,NA,599.25,6.395678873,0.082281805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002450685,NA,NA,NA,6.675548406,0.054666638
2004,Lethbridge,401,104.7,730.9837631,Alberta,265,-151,27,435,231,1417,727,690,94394,NA,428.5,525.25,682.5,614.75,NA,NA,562.75,6.33283548,-0.062843394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002450685,NA,0.004315354,NA,NA,NA,6.594391248,-0.081157158
2005,Lethbridge,478,107,730.046729,Alberta,1145,-820,53,307,465,1385,726,659,96150,NA,438.5,542,693,624,NA,NA,574.375,6.353282493,0.020447013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004315354,0.004387165,0.005063881,NA,NA,NA,6.593108544,-0.001282703
2006,Lethbridge,259,109.1,748.457073,Alberta,1341,-434,600,278,842,1254,765,489,98666,NA,454.6666667,561.5,736.75,648.75,NA,NA,600.4166667,6.397623859,0.044341366,NA,35.5,34.2,28.4,5.8,NA,13.8,NA,72,69.4,NA,NA,NA,NA,0.005063881,0.005143989,0.002693708,NA,NA,NA,6.618013852,0.024905307
2007,Lethbridge,291,111.5,806.8520179,Alberta,864,192,154,959,518,1425,700,725,101924,NA,495,607.25,826,717.75,NA,NA,661.5,6.494509984,0.096886125,NA,47.4,45.5,37,8.5,1.9,19.8,4,70.5,67.7,NA,NA,NA,NA,0.002693708,0.002743818,0.002949344,NA,NA,-1.5,6.693140278,0.075126427
2008,Lethbridge,387,114.1,870.9830558,Alberta,243,71,160,969,425,1507,810,697,104329,NA,559.6666667,673,904,786.25,NA,NA,730.7291667,6.594042894,0.099532911,NA,58.3,56,45.7,10.3,2.3,26.2,3.9,69,66.3,NA,NA,NA,NA,0.002949344,0.003026521,0.003796947,NA,-0.1,-1.5,6.769622523,0.076482245
2009,Lethbridge,410,114.4,901.0693473,Alberta,5,-159,149,979,504,1565,790,775,106433,NA,570.3333333,707.75,934.25,819.5,NA,NA,757.9583333,6.630628415,0.036585521,NA,53.6,50.8,41.2,9.5,2.8,27.2,5.2,66.3,62.9,NA,NA,NA,NA,0.003796947,0.003922324,0.003929876,NA,1.3,-2.7,6.803582222,0.033959699
2010,Lethbridge,593,116.5,873.6638054,Alberta,-74,-187,103,982,654,1563,878,685,108493,NA,556.3333333,714.75,902,820.5,NA,NA,748.3958333,6.617932027,-0.012696388,NA,53.7,49.5,39.5,10,4.2,27.7,7.8,66,60.8,NA,NA,NA,NA,0.003929876,0.004022605,0.00557158,NA,2.6,-0.3,6.77269564,-0.030886582
2011,Lethbridge,565,119.9,886.2496525,Alberta,37,-807,-36,805,608,1488,850,638,109774,NA,591.3333333,741.5,943,849.5,NA,NA,781.3333333,6.661001862,0.043069835,NA,53.9,50.6,41.8,8.8,3.3,22.7,6.1,70.4,66.1,NA,NA,NA,NA,0.00557158,0.005683942,0.005207709,NA,-1.7,4.4,6.786998686,0.014303046
2012,Lethbridge,587,121.7,884.7124076,Alberta,261,148,29,-147,512,1593,853,740,111288,NA,594,754.25,967.25,851.25,NA,NA,791.6875,6.674166743,0.013164881,NA,50.7,47.5,38.3,9.2,3.2,18.5,6.3,73.3,68.6,NA,NA,NA,NA,0.005207709,0.005308504,0.00534735,NA,0.2,2.9,6.785262629,-0.001736057
2013,Lethbridge,532,122.8,869.1042345,Alberta,485,538,155,-154,654,1512,884,628,113439,NA,579,738.25,969,852.75,NA,NA,784.75,6.665365196,-0.008801548,NA,42.1,40,32.7,7.3,2.1,20.9,5,66.8,63.5,NA,NA,NA,NA,0.00534735,0.005410487,0.00478039,NA,-1.3,-6.5,6.767463066,-0.017799563
2014,Lethbridge,701,125.2,890.0106496,Alberta,424,946,89,-162,775,1564,898,666,116088,NA,614.3333333,763.5,1018.5,881,NA,NA,819.3333333,6.708491001,0.043125806,NA,44.4,41.4,32.7,8.7,3,20.5,6.8,68.4,63.8,NA,NA,NA,NA,0.00478039,0.004846321,0.006179533,NA,1.8,1.6,6.791233429,0.023770363
2015,Lethbridge,511,126.6,901.0939968,Alberta,609,1016,-207,-165,142,1658,920,738,118428,NA,638,781,1032.25,904,NA,NA,838.8125,6.731987201,0.0234962,NA,70,67.1,53.8,13.3,2.9,25.1,4.1,73.6,70.6,NA,NA,NA,NA,0.006179533,0.006298972,0.004401833,NA,-2.7,5.2,6.803609577,0.012376149
2016,Lethbridge,1019,128.4,922.2455867,Alberta,147,900,-47,-88,843,1659,902,757,120987,NA,686.3333333,817.25,1052.75,926.5,103.45,62.78,870.7083333,6.769307057,0.037319855,NA,69.1,65,50.3,14.7,4.1,27.5,5.9,71.5,67.3,NA,NA,NA,NA,0.004401833,0.004504624,0.008604384,NA,1.8,-2.1,6.826811551,0.023201974
2017,Lethbridge,765,130.4,911.3599182,Alberta,-130,349,-160,NA,566,1596,965,631,122403,NA,701.3333333,809,1059,926,124.41,87.19,873.8333333,6.772889663,0.003582607,NA,67.5,63.6,50.7,12.9,4,30.3,5.9,69,65,NA,NA,NA,NA,0.008604384,0.008777824,0.006322993,NA,0,-2.5,6.8149379,-0.011873652
2018,Lethbridge,572,133.4,918.8793103,Alberta,272,650,160,NA,697,1577,912,665,124687,NA,693,842.25,1109.75,960.25,138.29,100.17,901.3125,6.803852034,0.030962371,NA,67.2,63.8,50.8,13,3.4,32.5,5.1,67.4,64,NA,NA,NA,NA,0.006322993,0.006459621,0.004673088,NA,-0.8,-1.6,6.823154787,0.008216887
2019,Lethbridge,688,136,936.5416667,Alberta,160,360,400,NA,1080,1523,883,640,126927,NA,723.6666667,886.25,1145,991.25,141.67,102.45,936.5416667,6.842194013,0.038341978,NA,66.5,63.4,49,14.4,3.1,35.4,4.7,65.3,62.2,NA,NA,NA,NA,0.004673088,0.004727781,0.005517817,NA,-0.4,-2.1,6.842194013,0.019039226
2020,Lethbridge,564,137,971.9781022,Alberta,124,510,85,NA,625,1575,966,609,128795,NA,789,909.25,1189.5,1028.75,138.65,111.36,979.125,6.886659316,0.044465303,NA,66.5,60.9,48.2,12.7,5.5,37.5,8.3,63.9,58.6,NA,NA,NA,NA,0.005517817,0.005620777,0.004443499,NA,3.6,-1.4,6.879333276,0.037139263
2021,Lethbridge,439,141.6,946.2853107,Alberta,136,429,-95,NA,314,1489,1075,414,130088,NA,753,918.75,1230.5,1038.75,129.48,111.92,985.25,6.892895416,0.0062361,NA,68.2,64.1,50.8,13.4,4,37.2,5.9,64.8,60.9,NA,NA,NA,NA,0.004443499,0.004523326,0.003408517,NA,-2.4,0.9,6.852544121,-0.026789155
2022,Lethbridge,949,151.2,955.8939594,Alberta,914,285,523,NA,1412,1514,1149,365,133064,NA,879.6666667,973.5,1303.75,1094,118.97,113.52,1062.729167,6.968595564,0.075700148,NA,72.1,68.7,52.9,15.7,3.5,35.5,4.9,66.9,63.8,NA,NA,NA,NA,0.003408517,0.003458681,0.007295062,NA,-1,2.1,6.862646986,0.010102865
2002,London,2892,100,881.6483333,Ontario,36,163,561,1242,2704,4707,3294,1413,458659,NA,444.6666667,568.6666667,862.75,717,99.78,66.08,648.2708333,6.474308562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2604,1066,2143,NA,NA,NA,NA,NA,NA,6.781793261,NA
2003,London,1875,102.8,889.7162776,Ontario,-91,54,755,1247,1645,4685,3477,1208,462722,NA,463.3333333,589,893,744.75,97.76,66.77,672.5208333,6.51103309,0.036724528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,3027,1913,2172,NA,NA,0.004088004,0,NA,NA,6.790902623,0.009109361
2004,London,2621,104.7,895.7067813,Ontario,-261,854,168,1279,1647,4774,3455,1319,467560,NA,475,605,908.25,770,90.93,71.46,689.5625,6.536057339,0.025024249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,3078,1565,3438,0.004088004,NA,0.005664308,1.9,NA,NA,6.797613106,0.006710484
2005,London,2750,107,892.711838,Ontario,-582,429,15,1310,1648,4721,3523,1198,471563,NA,493,622.6666667,907.75,786,93.45,75.71,702.3541667,6.554437788,0.018380449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,3067,1572,3061,0.005664308,0.005714485,0.005881598,0.6,NA,NA,6.794263839,-0.003349267
2006,London,2877,109.1,889.6043385,Ontario,-707,1069,-337,1123,1358,4784,3304,1480,475886,77300,490.3333333,631,928.25,805,102.1,82.1,713.6458333,6.570386808,0.01594902,NA,268.9,252,201.5,50.5,16.8,119,6.2,69.3,65,3.6,3674,2461,2787,0.005881598,0.005943093,0.006100988,-0.7,NA,NA,6.7907768,-0.003487039
2007,London,2834,111.5,897.264574,Ontario,-829,1786,-120,-1614,1904,4999,3575,1424,478557,81900,504,654,950.75,833.75,89.19,68.59,735.625,6.600720478,0.03033367,4600,269.2,253.1,202.9,50.2,16.1,122.3,6,68.7,64.6,3.3,3141,2416,3189,0.006100988,0.006153221,0.005955208,-0.3,-0.2,-0.6,6.799350773,0.008573972
2008,London,2599,114.1,892.1399357,Ontario,-780,1244,877,-1560,2713,5262,3466,1796,481970,73000,527.3333333,673.3333333,946,847.25,84.89,65.35,748.4791667,6.61804337,0.017322892,-8900,266.9,247.5,200.7,46.8,19.4,128.2,7.3,67.6,62.6,3.8,2385,1659,3140,0.005955208,0.006009801,0.00543091,0.5,1.3,-1.1,6.793622999,-0.005727774
2009,London,2227,114.4,934.1826923,Ontario,-1045,623,1020,-1503,2259,5262,3658,1604,483908,71400,535.3333333,710.6666667,1007.25,890,88.43,70.42,785.8125,6.666718214,0.048674844,-1600,266.4,239.8,185.7,54.1,26.6,131.5,10,67,60.3,5.1,2168,2317,1510,0.00543091,0.005461392,0.00462062,1.3,2.7,-0.6,6.839672021,0.046049022
2010,London,2788,116.5,911.4334764,Ontario,-458,717,198,-1416,2262,5159,3617,1542,486555,63500,550,703,999.25,870.75,83.62,75.26,780.75,6.660254996,-0.006463218,-7900,262.8,240.6,186.9,53.7,22.3,137.9,8.5,65.6,60,4.9,2079,1664,2707,0.00462062,0.004653573,0.005761426,-0.2,-1.5,-1.4,6.815018609,-0.024653412
2011,London,2554,119.9,889.676119,Ontario,-409,660,39,-1305,2044,5151,3610,1541,489086,57800,536.6666667,713,1006.75,881,79.92,71.66,784.3541667,6.664860662,0.004605665,-5700,261,236.9,184.7,52.2,24.1,142.4,9.2,64.7,58.7,3.5,1748,1320,2102,0.005761426,0.005784592,0.00524915,-1.4,0.7,-0.9,6.790857485,-0.024161124
2012,London,2321,121.7,909.2043276,Ontario,-678,1374,440,-1115,1916,4976,3691,1285,491868,58200,579.3333333,750.3333333,1013.75,911,75.66,65.06,813.6041667,6.701473966,0.036613304,400,264.3,241.4,189.4,52.1,22.8,141.9,8.6,65.1,59.4,3.8,2240,1896,1667,0.00524915,0.005277863,0.004745587,0.3,-0.6,0.4,6.812569852,0.021712366
2013,London,1954,122.8,916.2880022,Ontario,-1069,1597,371,-1097,1439,5148,3735,1413,494151,68800,593.3333333,755.3333333,1044.25,916.5,67.85,57.79,827.3541667,6.718232858,0.016758892,10600,260.7,238.3,186.2,52.1,22.4,147.9,8.6,63.8,58.3,3.2,2163,2096,1951,0.004745587,0.004770273,0.003972611,-0.6,0,-1.3,6.820330728,0.007760876
2014,London,2252,125.2,916.0583067,Ontario,-876,1851,394,-1060,1725,5195,3931,1264,497055,73000,594.3333333,770.6666667,1065.25,943,66.31,47.34,843.3125,6.737337589,0.019104731,4200,258.8,239.6,187.4,52.2,19.2,152.4,7.4,62.9,58.3,2.7,1983,2078,2011,0.003972611,0.003995207,0.004557311,-0.5,-1.2,-0.9,6.820080016,-0.000250712
2015,London,1705,126.6,916.2006319,Ontario,-672,2387,745,-1059,1702,5189,3978,1211,500624,60400,608,784,1074,945.5,65.96,56.94,852.875,6.748612995,0.011275406,-12600,266.6,249,193.6,55.4,17.6,148.1,6.6,64.3,60,2.7,2104,2237,1937,0.004557311,0.004578464,0.003430204,0,-0.8,1.4,6.820235371,0.000155355
2016,London,3265,128.4,939.7001558,Ontario,327,3022,2228,-879,4773,5147,4005,1142,509009,56200,626,805,1124.75,993,68.16,59.77,887.1875,6.788056347,0.039443352,-4200,263.8,245.2,194.8,50.4,18.6,157.4,7.1,62.6,58.2,2,3116,2426,2912,0.003430204,0.003450362,0.006521861,-0.7,0.5,-1.7,6.845560841,0.02532547
2017,London,2305,130.4,971.8072597,Ontario,560,3601,4128,NA,5926,5017,3967,1050,520146,64800,661.3333333,844.3333333,1201.25,1020.25,71.3,62.17,931.7916667,6.837109256,0.049052909,8600,264,247.4,194,53.4,16.5,167,6.3,61.3,57.4,1.6,3967,3908,2357,0.006521861,0.00656869,0.004528407,-0.4,-0.8,-1.3,6.879157492,0.033596651
2018,London,2747,133.4,1004.091704,Ontario,631,4072,4334,NA,6801,5122,4351,771,532421,66200,675.3333333,919.25,1247,1098,76.59,63.18,984.8958333,6.892535883,0.055426627,1400,272.8,257.3,203.1,54.1,15.5,169,5.7,61.7,58.2,2,2679,2853,3713,0.004528407,0.004604254,0.00528121,0.4,-0.6,0.4,6.911838635,0.032681143
2019,London,3057,136,1015.604167,Ontario,481,2230,3478,NA,6199,5173,4349,824,542155,70800,707.3333333,919.3333333,1326.75,1109,76.01,64.85,1015.604167,6.923238952,0.03070307,4600,271.5,256.1,204.5,51.6,15.4,181.3,5.7,60,56.6,1.7,3415,3628,2631,0.00528121,0.005396761,0.005741697,-0.3,0,-1.7,6.923238952,0.011400318
2020,London,2917,137,1104.875912,Ontario,291,2499,2419,NA,5022,5110,4472,638,550605,NA,781,1005,1401,1265,74.91,68.92,1113,7.014814351,0.091575399,NA,282.6,257.9,210.5,47.4,24.7,179.3,8.7,61.2,55.8,3.2,4262,4411,3140,0.005741697,0.005877196,0.00538038,1.5,3,1.2,7.007488311,0.084249359
2021,London,3224,141.6,1102.999058,Ontario,-204,4524,-1035,NA,2027,5083,4641,442,557394,NA,791.3333333,1041.333333,1460.5,1300.5,80.03,93.95,1148.416667,7.046139461,0.03132511,NA,305.9,281.8,219.2,62.6,24.2,162.3,7.9,65.3,60.2,1.7,5592,6184,3815,0.00538038,0.005478747,0.005855377,-1.5,-0.8,4.1,7.005788166,-0.001700146
2022,London,7121,151.2,1117.536376,Ontario,-1131,4673,6167,NA,12880,5275,4853,422,574238,NA,872,1129,1565.25,1403.5,73.98,81.82,1242.4375,7.124830455,0.078690994,NA,313.4,295.4,241.8,53.6,18,162.9,5.7,65.8,62,1.6,3361,6212,3330,0.005855377,0.005946639,0.012775523,-0.1,-2.2,0.5,7.018881877,0.013093711
2002,Moncton,168,100,721.1116667,New Brunswick,135,929,52,55,128,1170,950,220,124560,NA,435.3333333,469.3333333,637,579.25,NA,NA,530.2291667,6.273309303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1550,951,1145,NA,NA,NA,NA,NA,NA,6.580794003,NA
2003,Moncton,118,102.8,691.2175746,New Brunswick,190,939,47,63,87,1248,984,264,126103,NA,372,487.6666667,643.75,586.5,NA,NA,522.4791667,6.258585111,-0.014724192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1435,1341,1048,NA,NA,0.000947335,1,NA,NA,6.538454643,-0.042339359
2004,Moncton,192,104.7,731.9579752,New Brunswick,195,958,41,88,146,1249,1037,212,127702,NA,477.3333333,503.6666667,669.25,603.75,NA,NA,563.5,6.334167333,0.075582223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1151,367,2127,0.000947335,NA,0.001522565,2,NA,NA,6.595723101,0.057268458
2005,Moncton,191,107,705.923676,New Brunswick,-116,748,40,146,141,1189,987,202,128823,NA,393.3333333,516,691.5,620.75,NA,NA,555.3958333,6.319681073,-0.014486261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1191,577,980,0.001522565,0.001541426,0.00149567,0,NA,NA,6.559507124,-0.036215977
2006,Moncton,201,109.1,719.5523984,New Brunswick,-114,912,238,127,334,1353,928,425,130507,NA,419.6666667,531.5,718.5,639.25,95.48,67.88,577.2291667,6.358239357,0.038558284,NA,74.4,69.5,57.9,11.6,4.9,33.1,6.6,69.2,64.7,5,1416,819,1174,0.00149567,0.001514635,0.00156028,0,NA,NA,6.57862935,0.019122226
2007,Moncton,300,111.5,713.2122571,New Brunswick,-119,949,177,-208,460,1399,928,471,132060,NA,411.6666667,525.25,754.75,647.25,83.79,73.19,584.7291667,6.371148777,0.01290942,NA,73.9,70.3,59,11.3,3.6,35.1,4.9,67.8,64.5,4,1425,914,1329,0.00156028,0.001573977,0.002298727,-1,-1.7,-1.4,6.569779072,-0.008850278
2008,Moncton,389,114.1,716.0312591,New Brunswick,45,833,232,-205,617,1433,923,510,133860,NA,427.6666667,535.25,777.25,662.75,72.59,65.58,600.7291667,6.398144195,0.026995418,NA,78.1,74,62.8,11.1,4.1,32.7,5.2,70.6,66.8,2,1359,933,1344,0.002298727,0.002328777,0.002945631,-2,0.3,2.8,6.573723824,0.003944752
2009,Moncton,398,114.4,729.1375291,New Brunswick,354,1070,161,-189,516,1529,929,600,136211,NA,442.6666667,561.75,774.6666667,674.25,75.12,79.47,613.3333333,6.418908562,0.020764367,NA,79.2,74.3,64.7,9.6,4.9,33.5,6.2,70.3,65.9,3.5,973,666,1237,0.002945631,0.002980683,0.002973256,1.5,1,-0.3,6.591862369,0.018138545
2010,Moncton,534,116.5,740.3633763,New Brunswick,414,908,92,-180,582,1472,982,490,138425,NA,456.3333333,568,820.5,692,71.64,73.05,634.2083333,6.452377502,0.03346894,NA,77.7,72.2,60.9,11.4,5.5,37,7.1,67.7,62.9,3.6,1400,1164,903,0.002973256,0.003013782,0.003920388,0.1,0.9,-2.6,6.607141115,0.015278746
